id,koordinat_x_before,koordinat_y_before
4558,107.544,-6.89934
4559,107.543,-6.89869
4560,107.543,-6.89865
4561,107.543,-6.89864
4562,107.543,-6.89859
4563,107.543,-6.89855
4564,107.543,-6.89763
4565,107.543,-6.89756
4566,107.542,-6.8967
4567,107.542,-6.89665
4568,107.542,-6.8963
4569,107.542,-6.89626
4570,107.542,-6.89598
4571,107.542,-6.89524
4572,107.542,-6.89508
4573,107.542,-6.89493
4574,107.541,-6.89443
4575,107.541,-6.89399
4576,107.541,-6.89341
4577,107.541,-6.89338
4578,107.541,-6.89334
4579,107.541,-6.89329
4580,107.541,-6.89327
4581,107.541,-6.89325
4582,107.541,-6.89315
4583,107.541,-6.89313
4584,107.541,-6.89309
4585,107.541,-6.89305
4586,107.541,-6.89302
4587,107.541,-6.89294
4588,107.541,-6.89288
4589,107.541,-6.89276
4590,107.541,-6.89274
4591,107.54,-6.89267
4592,107.54,-6.89264
4593,107.54,-6.8926
4594,107.54,-6.89259
4595,107.54,-6.89257
4596,107.54,-6.89256
4597,107.54,-6.89256
4598,107.54,-6.89256
4599,107.54,-6.89255
4600,107.54,-6.89256
4601,107.54,-6.89255
4602,107.54,-6.89253
4603,107.539,-6.89255
4604,107.539,-6.89258
4605,107.538,-6.89259
4606,107.538,-6.89257
4607,107.538,-6.89261
4608,107.538,-6.89262
4609,107.538,-6.89262
4610,107.537,-6.89261
4611,107.537,-6.89261
4612,107.537,-6.89261
4613,107.537,-6.89262
4614,107.542,-6.89427
4615,107.542,-6.89433
4616,107.542,-6.89441
4617,107.542,-6.89449
4618,107.542,-6.89457
4619,107.542,-6.89465
4620,107.542,-6.89475
4621,107.542,-6.89483
4622,107.542,-6.89503
4623,107.542,-6.89535
4624,107.542,-6.89555
4625,107.542,-6.89565
4626,107.542,-6.89589
4627,107.542,-6.89595
4628,107.542,-6.89617
4629,107.542,-6.89598
4630,107.542,-6.89593
4631,107.542,-6.89589
4632,107.542,-6.89586
4633,107.542,-6.8955
4634,107.542,-6.89545
4635,107.542,-6.89541
4636,107.542,-6.89531
4637,107.542,-6.89495
4638,107.542,-6.8949
4639,107.542,-6.89486
4640,107.542,-6.89478
4641,107.542,-6.8947
4642,107.542,-6.89463
4643,107.542,-6.89455
4644,107.535,-6.902
4645,107.535,-6.90194
4646,107.535,-6.90183
4647,107.535,-6.9018
4648,107.535,-6.9017
4649,107.535,-6.90167
4650,107.535,-6.9016
4651,107.536,-6.90134
4652,107.536,-6.90128
4653,107.536,-6.90118
4654,107.536,-6.90116
4655,107.536,-6.90113
4656,107.536,-6.9011
4657,107.536,-6.90088
4658,107.536,-6.90086
4659,107.536,-6.90072
4660,107.536,-6.90064
4661,107.536,-6.90063
4662,107.536,-6.9006
4663,107.536,-6.90057
4664,107.536,-6.9005
4665,107.536,-6.90047
4666,107.536,-6.90043
4667,107.536,-6.90037
4668,107.536,-6.90034
4669,107.536,-6.90029
4670,107.536,-6.9002
4671,107.536,-6.90017
4672,107.536,-6.90007
4673,107.536,-6.90005
4674,107.536,-6.90003
4675,107.536,-6.9
4676,107.536,-6.89997
4677,107.536,-6.89994
4678,107.536,-6.89991
4679,107.536,-6.89985
4680,107.536,-6.89912
4681,107.536,-6.89907
4682,107.536,-6.89903
4683,107.536,-6.89899
4684,107.536,-6.89895
4685,107.536,-6.89891
4686,107.536,-6.89886
4687,107.536,-6.89881
4688,107.536,-6.89876
4689,107.536,-6.89871
4690,107.536,-6.89867
4691,107.536,-6.89861
4692,107.536,-6.89856
4693,107.536,-6.89853
4694,107.536,-6.89848
4695,107.536,-6.89844
4696,107.536,-6.89806
4697,107.536,-6.89798
4698,107.536,-6.89782
4699,107.536,-6.89761
4700,107.537,-6.89287
4701,107.537,-6.8912
4702,107.537,-6.89102
4703,107.537,-6.89087
4704,107.537,-6.89079
4705,107.537,-6.89075
4706,107.537,-6.89068
4707,107.537,-6.89061
4708,107.537,-6.89057
4709,107.537,-6.89053
4710,107.537,-6.89048
4711,107.537,-6.88985
4712,107.537,-6.88967
4713,107.537,-6.88963
4714,107.537,-6.88951
4715,107.537,-6.88926
4716,107.537,-6.88923
4717,107.537,-6.88917
4718,107.537,-6.88783
4719,107.537,-6.88759
4720,107.538,-6.88677
4721,107.538,-6.88674
4722,107.538,-6.88672
4723,107.538,-6.88662
4724,107.538,-6.88659
4725,107.538,-6.88656
4726,107.538,-6.88653
4727,107.538,-6.88651
4728,107.538,-6.88634
4729,107.538,-6.88627
4730,107.538,-6.88624
4731,107.538,-6.88619
4732,107.538,-6.88606
4733,107.538,-6.88601
4734,107.538,-6.8859
4735,107.538,-6.88635
4736,107.538,-6.88637
4737,107.538,-6.88642
4738,107.538,-6.88648
4739,107.538,-6.88651
4740,107.538,-6.88653
4741,107.538,-6.88655
4742,107.538,-6.88684
4743,107.538,-6.88686
4744,107.537,-6.889
4745,107.537,-6.88903
4746,107.537,-6.88906
4747,107.537,-6.8891
4748,107.537,-6.88929
4749,107.537,-6.88953
4750,107.537,-6.88957
4751,107.537,-6.8896
4752,107.537,-6.88965
4753,107.537,-6.88971
4754,107.537,-6.88977
4755,107.537,-6.88978
4756,107.537,-6.88981
4757,107.537,-6.89045
4758,107.537,-6.89049
4759,107.537,-6.8906
4760,107.537,-6.89069
4761,107.537,-6.89071
4762,107.537,-6.89073
4763,107.537,-6.89101
4764,107.537,-6.89148
4765,107.537,-6.89154
4766,107.537,-6.89298
4767,107.537,-6.8931
4768,107.537,-6.89317
4769,107.537,-6.89322
4770,107.537,-6.89331
4771,107.537,-6.89346
4772,107.537,-6.89353
4773,107.537,-6.8938
4774,107.537,-6.89386
4775,107.537,-6.89391
4776,107.537,-6.89397
4777,107.537,-6.89415
4778,107.537,-6.89426
4779,107.537,-6.89454
4780,107.537,-6.89465
4781,107.537,-6.89479
4782,107.537,-6.89581
4783,107.537,-6.89586
4784,107.537,-6.89597
4785,107.537,-6.89602
4786,107.537,-6.89614
4787,107.537,-6.89618
4788,107.537,-6.89636
4789,107.537,-6.89645
4790,107.537,-6.8965
4791,107.537,-6.89729
4792,107.537,-6.89754
4793,107.537,-6.89761
4794,107.537,-6.89765
4795,107.537,-6.8978
4796,107.537,-6.89783
4797,107.537,-6.89785
4798,107.537,-6.89787
4799,107.537,-6.89797
4800,107.537,-6.89838
4801,107.537,-6.89846
4802,107.537,-6.89849
4803,107.537,-6.89852
4804,107.537,-6.89856
4805,107.537,-6.8986
4806,107.537,-6.89868
4807,107.537,-6.89871
4808,107.537,-6.89873
4809,107.537,-6.89877
4810,107.537,-6.89881
4811,107.537,-6.89885
4812,107.537,-6.89888
4813,107.536,-6.89975
4814,107.536,-6.89981
4815,107.536,-6.90034
4816,107.536,-6.9005
4817,107.536,-6.90091
4818,107.536,-6.90123
4819,107.536,-6.90125
4820,107.536,-6.90144
4821,107.536,-6.90149
4822,107.535,-6.90158
4823,107.535,-6.90164
4824,107.535,-6.90172
4825,107.535,-6.90182
4826,107.535,-6.90188
4827,107.535,-6.90195
4828,107.535,-6.90202
4829,107.535,-6.90212
4830,107.535,-6.90225
4831,107.537,-6.89289
4832,107.537,-6.8874
4833,107.537,-6.88734
4834,107.536,-6.88711
4835,107.536,-6.88702
4836,107.536,-6.88698
4837,107.536,-6.88695
4838,107.536,-6.88693
4839,107.536,-6.88687
4840,107.536,-6.88681
4841,107.536,-6.88677
4842,107.536,-6.88676
4843,107.536,-6.8867
4844,107.536,-6.88668
4845,107.536,-6.88665
4846,107.536,-6.88663
4847,107.536,-6.88656
4848,107.536,-6.88653
4849,107.536,-6.88645
4850,107.536,-6.88639
4851,107.536,-6.88635
4852,107.536,-6.88616
4853,107.535,-6.88587
4854,107.536,-6.88625
4855,107.536,-6.88641
4856,107.536,-6.88674
4857,107.536,-6.88683
4858,107.536,-6.88699
4859,107.536,-6.88706
4860,107.537,-6.88714
4861,107.539,-6.87896
4862,107.539,-6.87869
4863,107.539,-6.87837
4864,107.539,-6.87829
4865,107.539,-6.87825
4866,107.539,-6.8782
4867,107.539,-6.87816
4868,107.539,-6.87812
4869,107.539,-6.87807
4870,107.539,-6.87803
4871,107.539,-6.878
4872,107.539,-6.87796
4873,107.539,-6.87792
4874,107.539,-6.87788
4875,107.539,-6.87784
4876,107.539,-6.87775
4877,107.539,-6.87771
4878,107.539,-6.87744
4879,107.539,-6.87743
4880,107.539,-6.87746
4881,107.539,-6.87742
4882,107.539,-6.87739
4883,107.539,-6.87737
4884,107.538,-6.87735
4885,107.538,-6.87732
4886,107.538,-6.87729
4887,107.538,-6.87728
4888,107.538,-6.87726
4889,107.538,-6.87724
4890,107.538,-6.87722
4891,107.538,-6.87707
4892,107.537,-6.87437
4893,107.537,-6.87481
4894,107.537,-6.87497
4895,107.537,-6.8766
4896,107.537,-6.87535
4897,107.536,-6.87632
4898,107.537,-6.87654
4899,107.537,-6.87657
4900,107.537,-6.8766
4901,107.537,-6.87675
4902,107.539,-6.87752
4903,107.539,-6.8778
4904,107.537,-6.88208
4905,107.537,-6.88203
4906,107.537,-6.88195
4907,107.537,-6.8819
4908,107.538,-6.88186
4909,107.538,-6.88183
4910,107.538,-6.88178
4911,107.538,-6.88175
4912,107.538,-6.88173
4913,107.538,-6.88169
4914,107.538,-6.88166
4915,107.538,-6.88162
4916,107.538,-6.88157
4917,107.538,-6.88146
4918,107.538,-6.88143
4919,107.538,-6.8814
4920,107.538,-6.88138
4921,107.538,-6.88134
4922,107.538,-6.8813
4923,107.538,-6.88121
4924,107.538,-6.88119
4925,107.538,-6.88107
4926,107.539,-6.88099
4927,107.539,-6.88095
4928,107.539,-6.88093
4929,107.539,-6.88089
4930,107.539,-6.88063
4931,107.539,-6.88052
4932,107.539,-6.88043
4933,107.539,-6.88021
4934,107.539,-6.88018
4935,107.539,-6.88015
4936,107.54,-6.88008
4937,107.54,-6.88004
4938,107.54,-6.87954
4939,107.54,-6.87959
4940,107.54,-6.87961
4941,107.54,-6.87964
4942,107.54,-6.87969
4943,107.54,-6.87973
4944,107.54,-6.87976
4945,107.54,-6.8798
4946,107.54,-6.87989
4947,107.54,-6.87995
4948,107.54,-6.87998
4949,107.54,-6.88003
4950,107.54,-6.88006
4951,107.54,-6.88016
4952,107.54,-6.88019
4953,107.54,-6.88024
4954,107.54,-6.88026
4955,107.539,-6.8803
4956,107.539,-6.88034
4957,107.539,-6.88063
4958,107.539,-6.88065
4959,107.539,-6.88067
4960,107.539,-6.8807
4961,107.539,-6.88075
4962,107.539,-6.88078
4963,107.539,-6.88081
4964,107.539,-6.88084
4965,107.539,-6.88087
4966,107.539,-6.88102
4967,107.539,-6.88106
4968,107.538,-6.88113
4969,107.538,-6.88118
4970,107.538,-6.88122
4971,107.538,-6.88125
4972,107.538,-6.88127
4973,107.538,-6.88142
4974,107.538,-6.88169
4975,107.538,-6.88173
4976,107.538,-6.88183
4977,107.538,-6.88191
4978,107.538,-6.88194
4979,107.538,-6.88199
4980,107.537,-6.88203
4981,107.537,-6.88209
4982,107.537,-6.88215
4983,107.537,-6.88223
4984,107.537,-6.88232
4985,107.537,-6.88241
4986,107.537,-6.88263
4987,107.537,-6.88275
4988,107.537,-6.88287
4989,107.536,-6.88298
4990,107.536,-6.88308
4991,107.536,-6.88322
4992,107.536,-6.8833
4993,107.536,-6.88338
4994,107.536,-6.88343
4995,107.536,-6.88355
4996,107.536,-6.8836
4997,107.536,-6.88363
4998,107.536,-6.88368
4999,107.536,-6.88373
5000,107.535,-6.8838
5001,107.536,-6.89132
5002,107.536,-6.8913
5003,107.536,-6.89128
5004,107.536,-6.89125
5005,107.536,-6.89122
5006,107.536,-6.89119
5007,107.536,-6.89114
5008,107.536,-6.89105
5009,107.536,-6.89097
5010,107.536,-6.89089
5011,107.536,-6.89077
5012,107.536,-6.89072
5013,107.536,-6.89067
5014,107.536,-6.89061
5015,107.536,-6.89058
5016,107.536,-6.89042
5017,107.536,-6.89036
5018,107.536,-6.8903
5019,107.535,-6.89015
5020,107.535,-6.89013
5021,107.535,-6.89003
5022,107.535,-6.88971
5023,107.535,-6.88964
5024,107.535,-6.88953
5025,107.535,-6.88946
5026,107.534,-6.88867
5027,107.533,-6.88791
5028,107.533,-6.8879
5029,107.533,-6.88788
5030,107.533,-6.88783
5031,107.533,-6.88782
5032,107.533,-6.8878
5033,107.533,-6.88776
5034,107.533,-6.88755
5035,107.533,-6.88753
5036,107.533,-6.88752
5037,107.533,-6.88745
5038,107.533,-6.8874
5039,107.532,-6.88589
5040,107.532,-6.88595
5041,107.532,-6.88597
5042,107.532,-6.886
5043,107.532,-6.88603
5044,107.532,-6.88608
5045,107.532,-6.88653
5046,107.533,-6.88698
5047,107.533,-6.88712
5048,107.533,-6.88715
5049,107.533,-6.8872
5050,107.533,-6.88731
5051,107.533,-6.88734
5052,107.534,-6.88819
5053,107.534,-6.88845
5054,107.534,-6.88859
5055,107.534,-6.88873
5056,107.534,-6.88891
5057,107.535,-6.889
5058,107.535,-6.88902
5059,107.535,-6.88909
5060,107.535,-6.88917
5061,107.535,-6.88925
5062,107.535,-6.88931
5063,107.535,-6.88943
5064,107.535,-6.88946
5065,107.535,-6.88958
5066,107.535,-6.88968
5067,107.535,-6.88972
5068,107.535,-6.88973
5069,107.535,-6.88978
5070,107.535,-6.88981
5071,107.535,-6.89011
5072,107.536,-6.89023
5073,107.536,-6.89053
5074,107.536,-6.89068
5075,107.536,-6.89072
5076,107.536,-6.89073
5077,107.536,-6.89078
5078,107.536,-6.89099
5079,107.536,-6.89106
5080,107.536,-6.88711
5081,107.536,-6.8872
5082,107.536,-6.88731
5083,107.536,-6.88738
5084,107.536,-6.88745
5085,107.536,-6.88754
5086,107.536,-6.88766
5087,107.536,-6.88774
5088,107.536,-6.88777
5089,107.536,-6.88784
5090,107.535,-6.88787
5091,107.535,-6.88789
5092,107.535,-6.88797
5093,107.535,-6.88804
5094,107.535,-6.8881
5095,107.535,-6.88816
5096,107.535,-6.88819
5097,107.535,-6.88823
5098,107.535,-6.88831
5099,107.535,-6.88837
5100,107.535,-6.88842
5101,107.535,-6.88847
5102,107.535,-6.88853
5103,107.535,-6.88861
5104,107.535,-6.88867
5105,107.534,-6.88869
5106,107.534,-6.88871
5107,107.534,-6.88874
5108,107.535,-6.88879
5109,107.535,-6.88871
5110,107.535,-6.88866
5111,107.535,-6.88857
5112,107.535,-6.88853
5113,107.535,-6.88846
5114,107.535,-6.88843
5115,107.535,-6.88833
5116,107.535,-6.88825
5117,107.535,-6.8882
5118,107.535,-6.88809
5119,107.535,-6.88798
5120,107.536,-6.88788
5121,107.536,-6.88783
5122,107.536,-6.88775
5123,107.536,-6.88765
5124,107.536,-6.88726
5125,107.564,-6.88325
5126,107.564,-6.88324
5127,107.564,-6.88322
5128,107.564,-6.88321
5129,107.564,-6.8832
5130,107.564,-6.8832
5131,107.563,-6.88319
5132,107.563,-6.88318
5133,107.563,-6.88317
5134,107.563,-6.88316
5135,107.563,-6.88315
5136,107.563,-6.88315
5137,107.563,-6.88313
5138,107.563,-6.88312
5139,107.563,-6.88309
5140,107.563,-6.88308
5141,107.563,-6.88306
5142,107.563,-6.88305
5143,107.563,-6.88297
5144,107.562,-6.88293
5145,107.562,-6.88292
5146,107.562,-6.88291
5147,107.562,-6.88289
5148,107.562,-6.88288
5149,107.562,-6.88286
5150,107.562,-6.88286
5151,107.562,-6.88284
5152,107.562,-6.88284
5153,107.562,-6.88281
5154,107.561,-6.88267
5155,107.561,-6.88258
5156,107.561,-6.88275
5157,107.56,-6.88285
5158,107.56,-6.88287
5159,107.56,-6.88292
5160,107.56,-6.88294
5161,107.56,-6.88296
5162,107.56,-6.88295
5163,107.56,-6.88294
5164,107.56,-6.88292
5165,107.56,-6.8829
5166,107.56,-6.88289
5167,107.56,-6.88289
5168,107.56,-6.88287
5169,107.56,-6.88285
5170,107.56,-6.88283
5171,107.559,-6.88282
5172,107.559,-6.88277
5173,107.559,-6.88273
5174,107.559,-6.88273
5175,107.559,-6.8827
5176,107.559,-6.88268
5177,107.559,-6.88267
5178,107.559,-6.88266
5179,107.559,-6.88263
5180,107.558,-6.88251
5181,107.558,-6.88247
5182,107.56,-6.8828
5183,107.56,-6.88281
5184,107.56,-6.88275
5185,107.56,-6.88265
5186,107.561,-6.88251
5187,107.561,-6.88249
5188,107.561,-6.8826
5189,107.562,-6.88262
5190,107.562,-6.88262
5191,107.562,-6.88267
5192,107.563,-6.88284
5193,107.563,-6.88287
5194,107.563,-6.88287
5195,107.563,-6.88288
5196,107.563,-6.88289
5197,107.563,-6.88292
5198,107.563,-6.88296
5199,107.563,-6.88298
5200,107.563,-6.88299
5201,107.563,-6.883
5202,107.563,-6.88301
5203,107.563,-6.88302
5204,107.563,-6.88306
5205,107.564,-6.88311
5206,107.564,-6.88313
5207,107.564,-6.88315
5208,107.559,-6.88262
5209,107.535,-6.90209
5210,107.535,-6.90198
5211,107.535,-6.90193
5212,107.535,-6.90175
5213,107.535,-6.90169
5214,107.535,-6.90162
5215,107.535,-6.9016
5216,107.535,-6.90159
5217,107.536,-6.90141
5218,107.536,-6.90081
5219,107.536,-6.90075
5220,107.536,-6.90066
5221,107.536,-6.90023
5222,107.536,-6.89814
5223,107.536,-6.89802
5224,107.536,-6.89796
5225,107.536,-6.89794
5226,107.536,-6.89785
5227,107.537,-6.89095
5228,107.537,-6.8909
5229,107.537,-6.89083
5230,107.537,-6.8907
5231,107.537,-6.89027
5232,107.537,-6.89017
5233,107.537,-6.89013
5234,107.537,-6.88996
5235,107.537,-6.88988
5236,107.537,-6.88983
5237,107.537,-6.88981
5238,107.537,-6.88969
5239,107.537,-6.88955
5240,107.537,-6.88901
5241,107.537,-6.88772
5242,107.537,-6.88767
5243,107.538,-6.88652
5244,107.538,-6.88646
5245,107.538,-6.88625
5246,107.538,-6.88616
5247,107.538,-6.88604
5248,107.538,-6.88599
5249,107.538,-6.88597
5250,107.538,-6.88584
5251,107.538,-6.88563
5252,107.538,-6.88656
5253,107.538,-6.88674
5254,107.537,-6.88918
5255,107.537,-6.89053
5256,107.537,-6.89339
5257,107.537,-6.89362
5258,107.537,-6.89445
5259,107.537,-6.8959
5260,107.537,-6.89593
5261,107.537,-6.8961
5262,107.537,-6.89694
5263,107.537,-6.89841
5264,107.537,-6.89864
5265,107.537,-6.89891
5266,107.537,-6.89894
5267,107.537,-6.89897
5268,107.536,-6.89904
5269,107.536,-6.89984
5270,107.536,-6.89999
5271,107.536,-6.90004
5272,107.535,-6.90168
5273,107.535,-6.9017
5274,107.535,-6.90171
5275,107.536,-6.88684
5276,107.536,-6.88672
5277,107.536,-6.88631
5278,107.536,-6.88628
5279,107.536,-6.88622
5280,107.535,-6.88582
5281,107.539,-6.87769
5282,107.539,-6.87766
5283,107.539,-6.87765
5284,107.539,-6.8776
5285,107.539,-6.87756
5286,107.539,-6.87748
5287,107.539,-6.87745
5288,107.539,-6.87744
5289,107.538,-6.8772
5290,107.538,-6.87717
5291,107.538,-6.87714
5292,107.537,-6.87659
5293,107.537,-6.87662
5294,107.537,-6.8767
5295,107.538,-6.88128
5296,107.538,-6.88124
5297,107.539,-6.88091
5298,107.539,-6.88086
5299,107.539,-6.88069
5300,107.539,-6.8806
5301,107.54,-6.88013
5302,107.539,-6.88038
5303,107.539,-6.88041
5304,107.539,-6.88047
5305,107.539,-6.88091
5306,107.539,-6.88093
5307,107.539,-6.88096
5308,107.539,-6.881
5309,107.539,-6.88109
5310,107.538,-6.88116
5311,107.538,-6.8813
5312,107.538,-6.88133
5313,107.538,-6.88135
5314,107.538,-6.88138
5315,107.538,-6.88148
5316,107.538,-6.88152
5317,107.538,-6.88156
5318,107.538,-6.88165
5319,107.538,-6.88179
5320,107.538,-6.88187
5321,107.534,-6.88838
5322,107.534,-6.88835
5323,107.533,-6.88775
5324,107.533,-6.88773
5325,107.533,-6.88771
5326,107.532,-6.88564
5327,107.532,-6.88572
5328,107.533,-6.88694
5329,107.533,-6.88705
5330,107.533,-6.88726
5331,107.533,-6.8873
5332,107.533,-6.88738
5333,107.533,-6.8875
5334,107.533,-6.88757
5335,107.533,-6.88766
5336,107.533,-6.88771
5337,107.533,-6.88773
5338,107.533,-6.88776
5339,107.533,-6.8878
5340,107.533,-6.88784
5341,107.534,-6.8879
5342,107.534,-6.88797
5343,107.534,-6.888
5344,107.534,-6.88825
5345,107.535,-6.88962
5346,107.536,-6.89015
5347,107.536,-6.89027
5348,107.536,-6.89029
5349,107.536,-6.89033
5350,107.534,-6.88806
5351,107.563,-6.88304
5352,107.563,-6.88304
5353,107.563,-6.88301
5354,107.563,-6.883
5355,107.563,-6.88298
5356,107.563,-6.88296
5357,107.562,-6.8828
5358,107.561,-6.88267
5359,107.561,-6.88259
5360,107.561,-6.8826
5361,107.561,-6.88262
5362,107.561,-6.88265
5363,107.561,-6.88268
5364,107.561,-6.88269
5365,107.561,-6.88277
5366,107.561,-6.88278
5367,107.56,-6.88281
5368,107.56,-6.88282
5369,107.559,-6.88275
5370,107.559,-6.88274
5371,107.559,-6.88261
5372,107.559,-6.88259
5373,107.559,-6.88257
5374,107.559,-6.88256
5375,107.559,-6.88255
5376,107.559,-6.88253
5377,107.558,-6.8825
5378,107.558,-6.8825
5379,107.558,-6.88248
5380,107.558,-6.88245
5381,107.558,-6.88244
5382,107.558,-6.88242
5383,107.558,-6.88241
5384,107.558,-6.88239
5385,107.558,-6.88237
5386,107.558,-6.88225
5387,107.558,-6.88227
5388,107.559,-6.88266
5389,107.559,-6.88267
5390,107.559,-6.88269
5391,107.56,-6.88271
5392,107.56,-6.88272
5393,107.56,-6.88274
5394,107.56,-6.88276
5395,107.56,-6.88278
5396,107.56,-6.88279
5397,107.56,-6.88279
5398,107.56,-6.88282
5399,107.56,-6.88282
5400,107.56,-6.88285
5401,107.56,-6.88284
5402,107.56,-6.88281
5403,107.56,-6.8827
5404,107.561,-6.8826
5405,107.561,-6.88256
5406,107.561,-6.88249
5407,107.561,-6.88257
5408,107.561,-6.88259
5409,107.562,-6.88264
5410,107.562,-6.88265
5411,107.563,-6.88284
5412,107.563,-6.88285
5413,107.563,-6.88293
5414,107.563,-6.88294
5415,107.563,-6.88297
5416,107.563,-6.88304
5417,107.563,-6.88307
5418,107.563,-6.88309
5419,107.535,-6.90195
5420,107.537,-6.89126
5421,107.537,-6.89064
5422,107.537,-6.89034
5423,107.537,-6.89032
5424,107.537,-6.89472
5425,107.537,-6.89657
5426,107.537,-6.899
5427,107.536,-6.89993
5428,107.536,-6.90021
5429,107.536,-6.90024
5430,107.537,-6.89023
5431,107.536,-6.90044
5432,107.536,-6.90046
5433,107.536,-6.90047
5434,107.536,-6.90048
5435,107.536,-6.90085
5436,107.536,-6.89048
5437,107.536,-6.89097
5438,107.533,-6.88758
5439,107.54,-6.87891
5440,107.54,-6.87834
5441,107.54,-6.87814
5442,107.54,-6.87804
5443,107.54,-6.87713
5444,107.54,-6.87696
5445,107.541,-6.87611
5446,107.541,-6.87596
5447,107.541,-6.87547
5448,107.541,-6.87521
5449,107.541,-6.87512
5450,107.541,-6.8747
5451,107.54,-6.87842
5452,107.54,-6.87828
5453,107.54,-6.87797
5454,107.54,-6.87701
5455,107.54,-6.87684
5456,107.54,-6.87656
5457,107.541,-6.87605
5458,107.541,-6.87582
5459,107.541,-6.87497
5460,107.541,-6.87459
5461,107.54,-6.8787
5462,107.54,-6.87855
5463,107.54,-6.87791
5464,107.54,-6.87749
5465,107.54,-6.87688
5466,107.54,-6.87671
5467,107.541,-6.87559
5468,107.541,-6.87477
5469,107.542,-6.87435
5470,107.542,-6.87426
5471,107.54,-6.87877
5472,107.54,-6.87859
5473,107.54,-6.8781
5474,107.54,-6.87723
5475,107.541,-6.87593
5476,107.541,-6.87538
5477,107.541,-6.87533
5478,107.541,-6.87492
5479,107.542,-6.87455
5480,107.542,-6.87388
5481,107.538,-6.88556
5482,107.538,-6.88551
5483,107.538,-6.88541
5484,107.538,-6.88532
5485,107.538,-6.88527
5486,107.538,-6.8852
5487,107.539,-6.88512
5488,107.539,-6.88505
5489,107.539,-6.88494
5490,107.539,-6.88487
5491,107.539,-6.88476
5492,107.539,-6.88467
5493,107.539,-6.88458
5494,107.539,-6.88452
5495,107.539,-6.88438
5496,107.539,-6.88431
5497,107.54,-6.88422
5498,107.54,-6.88414
5499,107.54,-6.88409
5500,107.54,-6.88395
5501,107.54,-6.8839
5502,107.54,-6.88383
5503,107.54,-6.88373
5504,107.54,-6.88365
5505,107.54,-6.8836
5506,107.54,-6.88351
5507,107.54,-6.88345
5508,107.54,-6.88338
5509,107.541,-6.88332
5510,107.541,-6.88327
5511,107.541,-6.88319
5512,107.541,-6.88304
5513,107.541,-6.88299
5514,107.541,-6.88296
5515,107.541,-6.88287
5516,107.541,-6.88282
5517,107.541,-6.88278
5518,107.541,-6.88274
5519,107.541,-6.8827
5520,107.541,-6.88267
5521,107.541,-6.88263
5522,107.541,-6.88257
5523,107.542,-6.8825
5524,107.542,-6.88245
5525,107.542,-6.88231
5526,107.542,-6.88223
5527,107.542,-6.88214
5528,107.542,-6.88197
5529,107.542,-6.8819
5530,107.542,-6.88181
5531,107.542,-6.8817
5532,107.543,-6.88163
5533,107.543,-6.88156
5534,107.543,-6.88155
5535,107.543,-6.88146
5536,107.543,-6.88135
5537,107.543,-6.88126
5538,107.543,-6.88122
5539,107.543,-6.88107
5540,107.543,-6.88103
5541,107.543,-6.88086
5542,107.543,-6.88012
5543,107.543,-6.88006
5544,107.543,-6.87994
5545,107.544,-6.87917
5546,107.544,-6.87902
5547,107.544,-6.87894
5548,107.544,-6.87866
5549,107.544,-6.87861
5550,107.544,-6.87852
5551,107.544,-6.87848
5552,107.545,-6.87817
5553,107.545,-6.87806
5554,107.545,-6.878
5555,107.545,-6.87793
5556,107.545,-6.87788
5557,107.545,-6.87783
5558,107.545,-6.87777
5559,107.545,-6.87774
5560,107.545,-6.87765
5561,107.545,-6.87741
5562,107.545,-6.87733
5563,107.545,-6.87731
5564,107.545,-6.87727
5565,107.545,-6.87725
5566,107.545,-6.87712
5567,107.545,-6.87693
5568,107.545,-6.87686
5569,107.546,-6.87681
5570,107.546,-6.87679
5571,107.546,-6.87673
5572,107.546,-6.87669
5573,107.546,-6.87664
5574,107.546,-6.8766
5575,107.546,-6.87658
5576,107.546,-6.87651
5577,107.546,-6.87648
5578,107.546,-6.87645
5579,107.546,-6.87639
5580,107.546,-6.87635
5581,107.546,-6.87628
5582,107.546,-6.87623
5583,107.546,-6.8762
5584,107.546,-6.87632
5585,107.546,-6.87646
5586,107.546,-6.87671
5587,107.545,-6.87697
5588,107.545,-6.87711
5589,107.545,-6.87728
5590,107.545,-6.87741
5591,107.545,-6.87753
5592,107.545,-6.87763
5593,107.545,-6.87775
5594,107.545,-6.87813
5595,107.545,-6.87827
5596,107.544,-6.87835
5597,107.544,-6.87838
5598,107.544,-6.87843
5599,107.544,-6.87845
5600,107.544,-6.87849
5601,107.544,-6.87865
5602,107.544,-6.87878
5603,107.544,-6.87884
5604,107.544,-6.87894
5605,107.544,-6.87901
5606,107.544,-6.87909
5607,107.544,-6.87913
5608,107.544,-6.8793
5609,107.544,-6.87938
5610,107.544,-6.87949
5611,107.544,-6.87959
5612,107.544,-6.87966
5613,107.544,-6.87974
5614,107.543,-6.87986
5615,107.543,-6.88008
5616,107.543,-6.88016
5617,107.543,-6.88109
5618,107.543,-6.88112
5619,107.543,-6.88114
5620,107.543,-6.88121
5621,107.543,-6.8813
5622,107.543,-6.8816
5623,107.543,-6.88162
5624,107.543,-6.88165
5625,107.543,-6.88171
5626,107.543,-6.88173
5627,107.543,-6.88179
5628,107.542,-6.88181
5629,107.542,-6.88188
5630,107.542,-6.88192
5631,107.542,-6.88196
5632,107.542,-6.88199
5633,107.542,-6.88207
